Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.12","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","27.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","21.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","18.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","16.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","14.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","12.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","0.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","1.47","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","1.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","1.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","2.97","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","5.01","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","6.76","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.59","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","1.76","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.69","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","1.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","2.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","<0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","422","Lebanon","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.52","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.62","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.98","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","4.31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","4.68","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.46","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.57","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","1.33","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.36","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.79","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.96","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.84","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.64","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.15","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.32","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","69.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","71","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","72.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","75.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","76.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","426","Lesotho","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","76.3","E","Estimated value"
